	training	validation
0		8.91150366443
1	4.19721514427	3.59083610686
2	3.49937785233	3.34833797024
3	3.32367437762	3.29287938053
4	3.23258480606	3.2457262095
5	3.17318640131	3.24064151368
6	3.13049433401	3.23134598022
7	3.09832165692	3.21935669972
8	3.07262945793	3.22431932701
9	3.05198644379	3.22296266623
