	training	validation
0		8.91124927227
1	4.06353943815	3.44963931263
2	3.4058895851	3.27080709614
3	3.24758265608	3.22071853083
4	3.15788447246	3.17637065648
5	3.09893840766	3.16808401209
6	3.05526400244	3.16641991207
7	3.02209225292	3.15822610542
8	2.99493195098	3.16478542601
9	2.97295418859	3.15508599937
10	2.95449014057	3.156098387
11	2.93684586248	3.15693599766
