	training	validation
0		8.91174586596
1	3.98823871431	3.44213321461
2	3.35727617404	3.25973096902
3	3.19112232056	3.19827499884
4	3.09685260943	3.16999946019
5	3.0338836256	3.14833951867
6	2.98991251919	3.14966129534
7	2.95471439191	3.14768662821
8	2.92662328616	3.156745699
9	2.90400514613	3.15625720032
