	training	validation
0		8.91042689634
1	4.2661250121	3.70216477188
2	3.65875451505	3.51358303664
3	3.50653196413	3.43792171575
4	3.42109260125	3.39824970185
5	3.3646947006	3.38706069195
6	3.3259053104	3.37492458025
7	3.29725599149	3.37312328034
8	3.273988454	3.37610513092
9	3.25703924734	3.38469080944
