	training	validation
0		8.91125983749
1	4.01677415846	3.62193096499
2	3.44391978244	3.41258987848
3	3.25286276131	3.32185464734
4	3.12798504833	3.26053979089
5	3.03710933586	3.23423336408
6	2.96835399649	3.2329924662
7	2.91632158201	3.20688373441
8	2.87209235816	3.19682013038
9	2.83808468123	3.19209492461
10	2.80858168639	3.19349389437
11	2.78652683965	3.19736772691
