	training	validation
0		8.91126369429
1	4.01285799442	3.60735413856
2	3.46612170111	3.46744163837
3	3.29380755658	3.36576633936
4	3.18267533077	3.32718770596
5	3.11432065559	3.33082475502
6	3.06682917937	3.30974490413
7	3.02521196578	3.31335196138
8	2.98419601576	3.30708493798
9	2.96008925615	3.29977265322
10	2.93844577332	3.30180583005
11	2.91163178623	3.31338888439
