	training	validation
0		8.91156883086
1	4.27674408002	3.71518321461
2	3.66588061962	3.5230695977
3	3.50967035381	3.44341826788
4	3.42375971817	3.40635550602
5	3.36938977146	3.37744384081
6	3.32982376173	3.3963727095
7	3.30086013118	3.37280688881
8	3.27692003549	3.37805675526
9	3.25872606783	3.37883662437
