	training	validation
0		8.91081427336
1	3.91313960636	3.40052912772
2	3.27847386053	3.21329552873
3	3.10877921952	3.16733486909
4	3.0088400742	3.14164177555
5	2.94077549696	3.13398881424
6	2.88892546052	3.12683168917
7	2.84892752322	3.12303178285
8	2.81577071915	3.13532198132
9	2.78856286817	3.14665039754
