	training	validation
0		8.91071718315
1	3.96765221818	3.39578762321
2	3.31141020954	3.22486778081
3	3.14931177898	3.16877997256
4	3.05769290325	3.12067020387
5	2.99398254723	3.11132625363
6	2.94572850253	3.09256640524
7	2.90605558913	3.08877122725
8	2.87548783022	3.09815852018
9	2.84858249137	3.08551243895
10	2.82626132522	3.08979182574
11	2.80639755278	3.09401135188
