	training	validation
0		8.91144867113
1	3.96339775637	3.39394722415
2	3.30970769861	3.23215985478
3	3.14918397232	3.15043116064
4	3.05748775724	3.12654200476
5	2.99294082917	3.10969080516
6	2.94345808271	3.09967054204
7	2.90421183739	3.07693071348
8	2.87274156837	3.0884581632
9	2.84599813421	3.08055401779
