	training	validation
0		8.91131828124
1	3.75445447363	3.2630305603
2	3.13808012075	3.09032877329
3	2.95794709733	3.02760244988
4	2.85367652352	3.00895588171
5	2.78214314769	3.00316068577
6	2.72772181267	3.00347226341
7	2.68394999429	3.00032317479
8	2.64864134937	3.00993186319
9	2.62000435692	3.01501540946
