	training	validation
0		8.91107357742
1	4.27235705985	3.71373783845
2	3.66153859671	3.51562137133
3	3.50623547924	3.44302075696
4	3.4210689082	3.39670486152
5	3.36577829699	3.38867497791
6	3.32746011673	3.37434467319
7	3.29700663326	3.37840228668
8	3.274815178	3.37005911445
9	3.25693964814	3.38007035044
10	3.24153202502	3.37847445202
