	training	validation
0		8.91126084981
1	3.99662593377	3.57791520168
2	3.4479506161	3.43554122525
3	3.29416830273	3.36542834154
4	3.19079335559	3.32479470401
5	3.1065815532	3.27200135058
6	3.04070207108	3.25557175801
7	2.99379393515	3.26820535097
8	2.94934969519	3.25320134082
9	2.91249618867	3.24728029796
10	2.88594950375	3.24370859177
11	2.86012575168	3.24185525887
12	2.83741711736	3.25371776568
13	2.81740446261	3.24219459695
