	training	validation
0		8.91156896631
1	4.20066645349	3.60677819524
2	3.51572328318	3.36519546121
3	3.34688004384	3.29541947389
4	3.25456848288	3.25094735132
5	3.19210363128	3.25147037766
6	3.14986287351	3.25082849263
7	3.11397719967	3.23202013478
8	3.08628381081	3.24226402653
9	3.06396069315	3.25990693834
