architecture	rnn	run	cider	bleu1	bleu2	bleu3	bleu4	meteor	rougel	wrong_word_pos
mao		1	0.308808922282	0.548846238777	0.364117527311	0.235980148071	0.149487692325	0.151264307897	0.387585965617
vinyals		1	0.284009013571	0.544260577998	0.361355982366	0.232929475268	0.14782303265	0.150168809337	0.38095100547
merge_concat	srnn	1	0.3097777335	0.545417288462	0.359673076439	0.236837700096	0.153387898216	0.150410112676	0.385893647302
merge_add	srnn	1	0.338571921467	0.567930450554	0.379718275032	0.250195563442	0.159754737426	0.156158166894	0.396363300916
merge_mult	srnn	1	0.322028929744	0.56433617686	0.382007824312	0.25734837045	0.169357272208	0.154196230006	0.39481737689
inject_post	srnn	1	0.344567170609	0.562628890173	0.377937844753	0.251229880156	0.164032971185	0.158143694073	0.393999083414
inject_par	srnn	1	0.290661836544	0.537180220038	0.360922325266	0.236040705605	0.152447965718	0.148971870096	0.386028720057
inject_pre	srnn	1	0.245585930971	0.552322303808	0.35467880603	0.227603776806	0.145818194544	0.148977752813	0.38168668613
inject_init	srnn	1	0.256324191601	0.543968349252	0.355166197092	0.228466513034	0.14731492021	0.146893541493	0.381715809698
langmodel	srnn	1	0.0838128447827	0.383798470822	0.173381239424	0.107301950998	0.0669437689157	0.0895690144833	0.240516018311
merge_concat	lstm	1	0.335999073324	0.563701746157	0.373863886105	0.246053935071	0.159729890979	0.157335843126	0.396037911535
merge_add	lstm	1	0.316526783235	0.565890478364	0.373866082823	0.24352347732	0.156396208132	0.156201263348	0.391464751721
merge_mult	lstm	1	0.331396417675	0.5668177948	0.3836810402	0.258398792332	0.169786137561	0.156487528071	0.396943273929
inject_post	lstm	1	0.327609515766	0.55802925107	0.378060259112	0.251051520302	0.165349946589	0.153989658405	0.390248897952
inject_par	lstm	1	0.31417404923	0.545998766748	0.366401301852	0.242164615276	0.156671991454	0.150701210506	0.388694989956
inject_pre	lstm	1	0.301590482904	0.542456897631	0.36143306059	0.236333944592	0.15493659745	0.153129146672	0.386837941649
inject_init	lstm	1	0.282952535632	0.526680087748	0.347727446854	0.221221323309	0.138278390932	0.146306456821	0.378529157235
langmodel	lstm	1	0.0838128447827	0.383798470822	0.173381239424	0.107301950998	0.0669437689157	0.0895690144833	0.240516018311
mao		2	0.329212531517	0.564982170728	0.385187767403	0.257654456971	0.170677493627	0.156459342459	0.399545181239
vinyals		2	0.289779161416	0.527615329509	0.345641278096	0.221382957238	0.139547511729	0.147946774855	0.379495810845
merge_concat	srnn	2	0.313405873539	0.555164713476	0.368294579374	0.241994334003	0.15627725962	0.15325788624	0.387801896349
merge_add	srnn	2	0.325037796177	0.577898019091	0.382492547601	0.252005166615	0.162126376495	0.156130215833	0.393404859623
merge_mult	srnn	2	0.307438511396	0.556223609951	0.371306271511	0.243550706197	0.159942027227	0.154448581315	0.387524694737
inject_post	srnn	2	0.326964091762	0.552803817356	0.376947482561	0.25193526476	0.166796527558	0.155990249758	0.393561627127
inject_par	srnn	2	0.307276668703	0.530520829568	0.355927452223	0.235784079464	0.154091292545	0.147632219478	0.380143994472
inject_pre	srnn	2	0.235175565007	0.520886781262	0.336162787041	0.215707689054	0.136887508284	0.140949534187	0.367291263127
inject_init	srnn	2	0.263766031945	0.550077312306	0.358085860319	0.230558900411	0.148998151833	0.147825838718	0.383386989485
langmodel	srnn	2	0.0838128447827	0.383798470822	0.173381239424	0.107301950998	0.0669437689157	0.0895690144833	0.240516018311
merge_concat	lstm	2	0.304582015819	0.573393748498	0.375433042088	0.241730262708	0.15351905107	0.154415328692	0.394541156932
merge_add	lstm	2	0.338124824524	0.56482382019	0.378308246896	0.25243799097	0.167992817545	0.154537367074	0.393893622675
merge_mult	lstm	2	0.338703621945	0.585387775006	0.399418732225	0.266921094301	0.175755641559	0.161023968816	0.404458332273
inject_post	lstm	2	0.31101699486	0.535452963169	0.360918810929	0.239416684001	0.155959754436	0.150456656261	0.381884001047
inject_par	lstm	2	0.326027169315	0.547689827562	0.37140135462	0.246971389015	0.161390312721	0.154140394649	0.391549828933
inject_pre	lstm	2	0.290322665863	0.56199691744	0.369727353901	0.235731206257	0.148277096126	0.152407898075	0.39107907872
inject_init	lstm	2	0.276845015733	0.528093737125	0.34637813977	0.220542887578	0.13951396905	0.14629828156	0.37563902122
langmodel	lstm	2	0.066951136082	0.3827	0.130091677076	0.0579516254506	0.0326753817717	0.088303776762	0.24052167875
mao		3	0.33694310893	0.568317737082	0.381575133192	0.253937427745	0.166827015799	0.159764883563	0.399143556663
vinyals		3	0.296012954699	0.533295630066	0.354557770973	0.22847694899	0.146092846307	0.14551119405	0.375269871575
merge_concat	srnn	3	0.324001786439	0.551209712621	0.368588503172	0.243235371872	0.157628097148	0.15269439791	0.38949460169
merge_add	srnn	3	0.3469087994	0.587956470204	0.391879462265	0.261287905432	0.171190038614	0.160096090185	0.400241549131
merge_mult	srnn	3	0.328948895501	0.564686264039	0.382683756093	0.256016166642	0.169291047055	0.156160126157	0.39592076842
inject_post	srnn	3	0.32620587669	0.548246771317	0.370868032715	0.24521649798	0.159959469232	0.152922501305	0.387886006101
inject_par	srnn	3	0.293940725623	0.518591883569	0.346452841176	0.229809792716	0.147443769724	0.148441351316	0.375631702156
inject_pre	srnn	3	0.234486314679	0.532757807561	0.350812727068	0.228806305156	0.149798685135	0.142650727513	0.364171774388
inject_init	srnn	3	0.247245472967	0.544147998076	0.355143148396	0.22757748881	0.145620589817	0.145823457017	0.37744906634
